행정시,가맹점명,전화번호,주소,데이터기준일자
제주시,(주)뚱보네,064-711-0977,제주특별자치도 제주시 정존11길 22,2022-03-31
제주시,교촌치킨제주1호,064-711-0991,제주특별자치도 제주시 노연로 37,2022-03-31
제주시,도두해수파크구내,064-711-1000,제주특별자치도 제주시 서해안로 236,2022-03-31
제주시,명당양과신시가지점,064-711-1003,제주특별자치도 제주시 원노형로 83,2022-03-31
제주시,만배식당,064-711-1024,제주특별자치도 제주시 도두항길 4-4,2022-03-31
제주시,제주물류정육코너,064-711-1086,제주특별자치도 제주시 정존11길 23,2022-03-31
서귀포시,금하식당,064-711-1111,제주특별자치도 서귀포시 서호호근로 77,2022-03-31
서귀포시,성산흑돈쭐별관,064-711-1111,제주특별자치도 서귀포시 성산읍 성산중앙로 69,2022-03-31
서귀포시,괸당집표선점,064-711-1111,제주특별자치도 서귀포시 표선면 표선동서로 268,2022-03-31
제주시,고찌가게,064-711-1111,제주특별자치도 제주시 가령로4길 27,2022-03-31
제주시,사랑물돼지,064-711-1111,제주특별자치도 제주시 건주로3길 19,2022-03-31
제주시,오드씽,064-711-1111,제주특별자치도 제주시 고다시길 25,2022-03-31
제주시,오드씽,064-711-1111,제주특별자치도 제주시 고다시길 25,2022-03-31
제주시,부림온천구내매점,064-711-1111,제주특별자치도 제주시 과원로 70,2022-03-31
제주시,미와,064-711-1111,제주특별자치도 제주시 구좌읍 구좌로 51-1,2022-03-31
제주시,오늘 봄,064-711-1111,제주특별자치도 제주시 구좌읍 월정5길 47,2022-03-31
제주시,이야기별방,064-711-1111,제주특별자치도 제주시 구좌읍 해맞이해안로 2040,2022-03-31
제주시,이야기별방,064-711-1111,제주특별자치도 제주시 구좌읍 해맞이해안로 2040,2022-03-31
제주시,창고,064-711-1111,제주특별자치도 제주시 국기로2길 4,2022-03-31
제주시,제주오복단,064-711-1111,제주특별자치도 제주시 남광북1길 39,2022-03-31
제주시,스테이36,064-711-1111,제주특별자치도 제주시 다랑곶4길 36,2022-03-31
제주시,돈줄,064-711-1111,제주특별자치도 제주시 동문로18길 31,2022-03-31
제주시,동화로 연탄구이,064-711-1111,제주특별자치도 제주시 동화로1길 53-20,2022-03-31
제주시,다다한끼,064-711-1111,제주특별자치도 제주시 복지로북길 29,2022-03-31
제주시,만남포차,064-711-1111,제주특별자치도 제주시 사장1길 32,2022-03-31
제주시,수제요리안트레,064-711-1111,제주특별자치도 제주시 서해안로 204,2022-03-31
제주시,마마파운드,064-711-1111,제주특별자치도 제주시 신설로9길 20,2022-03-31
제주시,굴무기낭,064-711-1111,제주특별자치도 제주시 애월읍 납읍남로2길 6,2022-03-31
제주시,애월나들이,064-711-1111,제주특별자치도 제주시 애월읍 신엄안3길 99,2022-03-31
제주시,좋은만두김밥,064-711-1111,제주특별자치도 제주시 애월읍 일주서로 6679-1,2022-03-31
제주시,혼디허카오카,064-711-1111,제주특별자치도 제주시 애월읍 하귀9길 54,2022-03-31
제주시,머믈,064-711-1111,제주특별자치도 제주시 연동4길 16,2022-03-31
제주시,외도길,064-711-1111,제주특별자치도 제주시 우정로13길 8,2022-03-31
제주시,올래정육,064-711-1111,제주특별자치도 제주시 월랑북길 32,2022-03-31
제주시,제원칼집별관,064-711-1111,제주특별자치도 제주시 제원길 17,2022-03-31
제주시,선흘에서,064-711-1111,제주특별자치도 제주시 조천읍 선진안길 11,2022-03-31
제주시,맨도롱18,064-711-1111,제주특별자치도 제주시 조천읍 신촌9길 40-8,2022-03-31
제주시,신촌풍경,064-711-1111,제주특별자치도 제주시 조천읍 일주동로 817,2022-03-31
제주시,함덕우동집,064-711-1111,제주특별자치도 제주시 조천읍 함덕6길 39,2022-03-31
제주시,두마리찜닭두찜앤떡참제주함덕점,064-711-1111,제주특별자치도 제주시 조천읍 함와로 21,2022-03-31
제주시,샌드데이,064-711-1111,제주특별자치도 제주시 중앙로 60,2022-03-31
제주시,두리칼국수,064-711-1111,제주특별자치도 제주시 진군2길 23-4,2022-03-31
제주시,미,064-711-1111,제주특별자치도 제주시 한림읍 한림로 650,2022-03-31
제주시,신비가든,064-711-1112,제주특별자치도 제주시 1100로 2931,2022-03-31
서귀포시,랑이(Rangi),064-711-1114,제주특별자치도 서귀포시 남원읍 중산간동로 6264,2022-03-31
제주시,금순이네,064-711-1114,제주특별자치도 제주시 정존1길 31,2022-03-31
제주시,김가네노형점,064-711-1118,제주특별자치도 제주시 원노형로 3,2022-03-31
제주시,가야국수,064-711-1123,제주특별자치도 제주시 다랑곶길 19,2022-03-31
제주시,써브웨이신제주연동신시가지점,064-711-1128,제주특별자치도 제주시 국기로1길 2,2022-03-31
제주시,아베크엠,064-711-1141,제주특별자치도 제주시 아연로 444-1,2022-03-31
제주시,일미리금계찜닭노형점,064-711-1142,제주특별자치도 제주시 도령로 54,2022-03-31
제주시,힘찬장어,064-711-1161,제주특별자치도 제주시 삼무로3길 32-1,2022-03-31
제주시,일푼순두부하귀점,064-711-1167,제주특별자치도 제주시 애월읍 하귀9길 18,2022-03-31
제주시,일품순두부 하귀점,064-711-1167,제주특별자치도 제주시 애월읍 하귀9길 18,2022-03-31
제주시,꼬마둘리식당,064-711-1170,제주특별자치도 제주시 용화로 22,2022-03-31
제주시,파리바게뜨 연동2호점,064-711-1183,제주특별자치도 제주시 원노형남2길 35,2022-03-31
제주시,조근아지망,064-711-1199,제주특별자치도 제주시 우정로 2,2022-03-31
제주시,김용복참치,064-711-1244,제주특별자치도 제주시 과원북4길 9,2022-03-31
제주시,마트이지 주식회사,064-711-1288,제주특별자치도 제주시 제원1길 23,2022-03-31
제주시,이어도횟집,064-711-1315,제주특별자치도 제주시 용담삼동 505,2022-03-31
제주시,김해,064-711-1318,제주특별자치도 제주시 서해안로 660,2022-03-31
제주시,부가네얼큰이이호점,064-711-1338,제주특별자치도 제주시 대동길 20,2022-03-31
제주시,한우궁제주연동점,064-711-1346,제주특별자치도 제주시 신대로9길 7,2022-03-31
제주시,주식회사 제주굿네이처,064-711-1352,제주특별자치도 제주시 도령로 168,2022-03-31
제주시,순수한둠비연동점,064-711-1361,제주특별자치도 제주시 연화로2길 34,2022-03-31
제주시,달달포차,064-711-1379,제주특별자치도 제주시 서해안로 68,2022-03-31
제주시,해변풍경횟집,064-711-1395,제주특별자치도 제주시 서해안로 472,2022-03-31
제주시,물동이,064-711-1415,제주특별자치도 제주시 성신로2길 10,2022-03-31
제주시,한라골,064-711-1417,제주특별자치도 제주시 애월읍 하귀1리 492-8,2022-03-31
제주시,원조제원깡통 숯불구이,064-711-1469,제주특별자치도 제주시 제원길 19,2022-03-31
제주시,신제주보말칼국수제주본점,064-711-1470,제주특별자치도 제주시 선덕로5길 19,2022-03-31
제주시,광령,064-711-1508,제주특별자치도 제주시 용화로 60-1,2022-03-31
제주시,부뚜막,064-711-1510,제주특별자치도 제주시 애월읍 하광로 289,2022-03-31
제주시,장금이,064-711-1514,제주특별자치도 제주시 도공로 35,2022-03-31
제주시,짱어매니아,064-711-1518,제주특별자치도 제주시 삼무로3길 34,2022-03-31
제주시,봉이용담정육판매장,064-711-1559,제주특별자치도 제주시 용문로21길 27-1,2022-03-31
제주시,한라생얼큰이외도점,064-711-1566,제주특별자치도 제주시 우정로13길 14,2022-03-31
제주시,만보민물장어,064-711-1592,제주특별자치도 제주시 용두암길 60,2022-03-31
제주시,제주기정떡,064-711-1637,제주특별자치도 제주시 애월읍 평화로 2747,2022-03-31
제주시,던킨제주외도점,064-711-1779,제주특별자치도 제주시 우정로15길 1,2022-03-31
제주시,올레풍경,064-711-1791,제주특별자치도 제주시 연삼로 121,2022-03-31
제주시,누리네,064-711-1844,제주특별자치도 제주시 신대로9길 9,2022-03-31
제주시,파랑도횟집,064-711-1881,제주특별자치도 제주시 서해안로 658,2022-03-31
제주시,명태골 연동점,064-711-1989,제주특별자치도 제주시 연화중길 10,2022-03-31
제주시,청수냉면,064-711-1994,제주특별자치도 제주시 애월읍 하귀9길 12,2022-03-31
제주시,대학동길,064-711-2048,제주특별자치도 제주시 용담로 41-1,2022-03-31
제주시,블루라군,064-711-2055,제주특별자치도 제주시 애월읍 애월해안로 926,2022-03-31
제주시,그린마트,064-711-2111,제주특별자치도 제주시 우정로15길 17,2022-03-31
제주시,그린마트외도점,064-711-2111,제주특별자치도 제주시 우정로15길 17,2022-03-31
제주시,디디치킨 연동점,064-711-2112,제주특별자치도 제주시 국기로 43,2022-03-31
제주시,별밥,064-711-2126,제주특별자치도 제주시 노형1길 18,2022-03-31
제주시,용담기사,064-711-2131,제주특별자치도 제주시 용담로 98,2022-03-31
제주시,진영,064-711-2193,제주특별자치도 제주시 용화로 24,2022-03-31
제주시,연동박가네,064-711-2227,제주특별자치도 제주시 삼무로9길 15,2022-03-31
제주시,용두골,064-711-2234,제주특별자치도 제주시 서해안로 644,2022-03-31
제주시,동동전,064-711-2242,제주특별자치도 제주시 진군길 56,2022-03-31
제주시,신전떡볶이연동직영점,064-711-2260,제주특별자치도 제주시 남녕로 36,2022-03-31
제주시,제주사랑푸드,064-711-2272,제주특별자치도 제주시 절물1길 24,2022-03-31
제주시,용우동노형점,064-711-2281,제주특별자치도 제주시 과원북4길 19,2022-03-31
제주시,제주백록떡집,064-711-2284,제주특별자치도 제주시 서광로11길 14,2022-03-31
제주시,웅지,064-711-2292,제주특별자치도 제주시 진군중길 16,2022-03-31
제주시,화정,064-711-2297,제주특별자치도 제주시 선덕로3길 44,2022-03-31
제주시,항골,064-711-2380,제주특별자치도 제주시 도리로 61,2022-03-31
제주시,한강식당,064-711-2456,제주특별자치도 제주시 일주서로 7471,2022-03-31
제주시,제주명품쑥보리빵,064-711-2462,제주특별자치도 제주시 우정로 2,2022-03-31
제주시,소풍이야기,064-711-2500,제주특별자치도 제주시 애월읍 애월해안로 832,2022-03-31
제주시,용문,064-711-2523,제주특별자치도 제주시 용문로 137,2022-03-31
제주시,주식회사일품순두부노형점,064-711-2547,제주특별자치도 제주시 광평동로 25,2022-03-31
제주시,해원,064-711-2552,제주특별자치도 제주시 서해안로 687-6,2022-03-31
제주시,해원,064-711-2552,제주특별자치도 제주시 서해안로 687-6,2022-03-31
제주시,해원초가집,064-711-2552,제주특별자치도 제주시 서해안로 687-6,2022-03-31
제주시,즉석,064-711-2667,제주특별자치도 제주시 연동9길 39,2022-03-31
제주시,무정해장국,064-711-2742,제주특별자치도 제주시 신대로10길 29,2022-03-31
제주시,두끼떡볶이 제주노형점,064-711-2771,제주특별자치도 제주시 연북로 48,2022-03-31
제주시,닭가대표 연동점,064-711-2790,제주특별자치도 제주시 은남3길 1,2022-03-31
제주시,쫑그네,064-711-2803,제주특별자치도 제주시 용담로 44,2022-03-31
제주시,다온자리,064-711-2838,제주특별자치도 제주시 동문로 47,2022-03-31
제주시,주식회사비엔도두점,064-711-2891,제주특별자치도 제주시 서해안로 150,2022-03-31
제주시,리치망고우도점,064-711-2891,제주특별자치도 제주시 우도면 우도로 5-6,2022-03-31
제주시,탑마트,064-711-2910,제주특별자치도 제주시 용담이동 357-56,2022-03-31
제주시,버무리떡볶이노형점,064-711-2948,제주특별자치도 제주시 정존11길 39,2022-03-31
제주시,버무리떡볶이노형점,064-711-2948,제주특별자치도 제주시 정존11길 39,2022-03-31
제주시,천하대장군,064-711-2999,제주특별자치도 제주시 신성로12길 12-1,2022-03-31
제주시,금갈치,064-711-3197,제주특별자치도 제주시 고마로19길 2,2022-03-31
제주시,장어하루일도점,064-711-3197,제주특별자치도 제주시 고마로19길 2,2022-03-31
제주시,203안전한먹거리연구소,064-711-3203,제주특별자치도 제주시 선덕로 4,2022-03-31
제주시,피서지,064-711-3248,제주특별자치도 제주시 원노형로 23,2022-03-31
제주시,임성반점,064-711-3322,제주특별자치도 제주시 용화로 57-1,2022-03-31
제주시,임성교자,064-711-3344,제주특별자치도 제주시 용화로 57,2022-03-31
제주시,본가장수촌,064-711-3352,제주특별자치도 제주시 정원로 33,2022-03-31
제주시,푸닭꺼리,064-711-3356,제주특별자치도 제주시 수덕7길 14,2022-03-31
제주시,여우와늑대,064-711-3358,제주특별자치도 제주시 서해안로 66,2022-03-31
제주시,덕(德) 제주담다,064-711-3383,제주특별자치도 제주시 우령서로 73,2022-03-31
제주시,렛미인,064-711-3385,제주특별자치도 제주시 과원북4길 88,2022-03-31
제주시,인서네,064-711-3392,제주특별자치도 제주시 오일장동길 34,2022-03-31
제주시,인서네,064-711-3392,제주특별자치도 제주시 오일장동길 34,2022-03-31
제주시,외도장수보리밥집,064-711-3420,제주특별자치도 제주시 우정로13길 12,2022-03-31
제주시,매옹이,064-711-3433,제주특별자치도 제주시 연동9길 25,2022-03-31
제주시,하이밀베이커리,064-711-3455,제주특별자치도 제주시 우정로 62,2022-03-31
제주시,오식당,064-711-3485,제주특별자치도 제주시 용문로 113,2022-03-31
제주시,조마루뼈다귀노형점,064-711-3535,제주특별자치도 제주시 수덕로 83,2022-03-31
제주시,요리음식점현,064-711-3600,제주특별자치도 제주시 신형로 23,2022-03-31
제주시,김서방재첩해장국,064-711-3625,제주특별자치도 제주시 원노형6길 27,2022-03-31
